pair,M,N,seed,mirror,winner_label,turns,unresolved
WDD:WBB,3,4,40337,0,B,25,false
WDD:WBB,3,4,40337,1,B,26,false
WDD:WBB,3,4,40338,0,B,25,false
WDD:WBB,3,4,40338,1,B,20,false
WDD:WBB,3,4,40339,0,B,22,false
WDD:WBB,3,4,40339,1,B,24,false
WDD:WBB,3,4,40340,0,B,27,false
WDD:WBB,3,4,40340,1,B,28,false
WDD:WBB,3,4,40341,0,B,19,false
WDD:WBB,3,4,40341,1,B,22,false
WDD:WBB,3,4,40342,0,B,18,false
WDD:WBB,3,4,40342,1,B,27,false
WDD:WBB,3,4,40343,0,B,17,false
WDD:WBB,3,4,40343,1,B,22,false
WDD:WBB,3,4,40344,0,B,25,false
WDD:WBB,3,4,40344,1,B,25,false
WDD:WBB,3,4,40345,0,B,21,false
WDD:WBB,3,4,40345,1,B,46,false
WDD:WBB,3,4,40346,0,B,33,false
WDD:WBB,3,4,40346,1,B,22,false
WDD:WBB,3,4,40347,0,B,25,false
WDD:WBB,3,4,40347,1,B,34,false
WDD:WBB,3,4,40348,0,draw,100,true
WDD:WBB,3,4,40348,1,draw,100,true
WDD:WBB,3,4,40349,0,B,27,false
WDD:WBB,3,4,40349,1,B,17,false
WDD:WBB,3,5,50300,0,B,25,false
WDD:WBB,3,5,50300,1,B,22,false
WDD:WBB,3,5,50301,0,B,29,false
WDD:WBB,3,5,50301,1,B,26,false
WDD:WBB,3,5,50302,0,B,25,false
WDD:WBB,3,5,50302,1,B,24,false
WDD:WBB,3,5,50303,0,B,27,false
WDD:WBB,3,5,50303,1,B,28,false
WDD:WBB,3,5,50304,0,B,19,false
WDD:WBB,3,5,50304,1,B,28,false
WDD:WBB,3,5,50305,0,B,43,false
WDD:WBB,3,5,50305,1,B,34,false
WDD:WBB,3,5,50306,0,B,25,false
WDD:WBB,3,5,50306,1,B,25,false
WDD:WBB,3,5,50307,0,B,21,false
WDD:WBB,3,5,50307,1,B,40,false
WDD:WBB,3,5,50308,0,B,18,false
WDD:WBB,3,5,50308,1,B,20,false
WDD:WBB,3,5,50309,0,B,29,false
WDD:WBB,3,5,50309,1,B,50,false
WDD:WBB,3,5,50310,0,B,24,false
WDD:WBB,3,5,50310,1,B,22,false
WDD:WBB,3,5,50311,0,B,26,false
WDD:WBB,3,5,50311,1,B,34,false
WDD:WBB,3,5,50312,0,B,23,false
WDD:WBB,3,5,50312,1,B,20,false
WDD:WBB,3,5,50313,0,B,21,false
WDD:WBB,3,5,50313,1,B,26,false
WDD:WBB,3,5,50314,0,B,25,false
WDD:WBB,3,5,50314,1,B,24,false
WDD:WBB,3,5,50315,0,B,21,false
WDD:WBB,3,5,50315,1,B,29,false
WDD:WBB,3,5,50316,0,B,25,false
WDD:WBB,3,5,50316,1,B,30,false
WDD:WBB,3,5,50317,0,B,23,false
WDD:WBB,3,5,50317,1,B,24,false
WDD:WBB,3,5,50318,0,B,21,false
WDD:WBB,3,5,50318,1,B,21,false
WDD:WBB,3,5,50319,0,B,22,false
WDD:WBB,3,5,50319,1,B,33,false
WDD:WBB,3,5,50320,0,B,31,false
WDD:WBB,3,5,50320,1,B,26,false
WDD:WBB,3,5,50321,0,B,33,false
WDD:WBB,3,5,50321,1,B,32,false
WDD:WBB,3,5,50322,0,B,27,false
WDD:WBB,3,5,50322,1,B,18,false
WDD:WBB,3,5,50323,0,B,25,false
WDD:WBB,3,5,50323,1,B,16,false
WDD:WBB,3,5,50324,0,B,19,false
WDD:WBB,3,5,50324,1,B,23,false
WDD:WBB,3,5,50325,0,B,19,false
WDD:WBB,3,5,50325,1,B,25,false
WDD:WBB,3,5,50326,0,B,29,false
WDD:WBB,3,5,50326,1,B,18,false
WDD:WBB,3,5,50327,0,B,27,false
WDD:WBB,3,5,50327,1,B,32,false
WDD:WBB,3,5,50328,0,B,21,false
WDD:WBB,3,5,50328,1,B,23,false
WDD:WBB,3,5,50329,0,B,23,false
WDD:WBB,3,5,50329,1,B,28,false
WDD:WBB,3,5,50330,0,B,25,false
WDD:WBB,3,5,50330,1,draw,100,true
WDD:WBB,3,5,50331,0,B,17,false
WDD:WBB,3,5,50331,1,B,22,false
WDD:WBB,3,5,50332,0,B,19,false
WDD:WBB,3,5,50332,1,B,22,false
WDD:WBB,3,5,50333,0,B,25,false
WDD:WBB,3,5,50333,1,B,26,false
WDD:WBB,3,5,50334,0,B,25,false
WDD:WBB,3,5,50334,1,B,22,false
WDD:WBB,3,5,50335,0,B,25,false
WDD:WBB,3,5,50335,1,B,22,false
WDD:WBB,3,5,50336,0,B,37,false
WDD:WBB,3,5,50336,1,B,24,false
WDD:WBB,3,5,50337,0,B,53,false
WDD:WBB,3,5,50337,1,B,30,false
WDD:WBB,3,5,50338,0,B,22,false
WDD:WBB,3,5,50338,1,B,28,false
WDD:WBB,3,5,50339,0,B,29,false
WDD:WBB,3,5,50339,1,B,30,false
WDD:WBB,3,5,50340,0,B,33,false
WDD:WBB,3,5,50340,1,B,28,false
WDD:WBB,3,5,50341,0,B,26,false
WDD:WBB,3,5,50341,1,B,32,false
WDD:WBB,3,5,50342,0,B,25,false
WDD:WBB,3,5,50342,1,B,19,false
WDD:WBB,3,5,50343,0,B,22,false
WDD:WBB,3,5,50343,1,B,20,false
WDD:WBB,3,5,50344,0,B,24,false
WDD:WBB,3,5,50344,1,B,20,false
WDD:WBB,3,5,50345,0,B,21,false
WDD:WBB,3,5,50345,1,B,26,false
WDD:WBB,3,5,50346,0,B,25,false
WDD:WBB,3,5,50346,1,B,26,false
WDD:WBB,3,5,50347,0,B,37,false
WDD:WBB,3,5,50347,1,B,27,false
WDD:WBB,3,5,50348,0,B,18,false
WDD:WBB,3,5,50348,1,B,22,false
WDD:WBB,3,5,50349,0,B,31,false
WDD:WBB,3,5,50349,1,B,18,false
WDD:WBB,3,6,60300,0,B,25,false
WDD:WBB,3,6,60300,1,B,24,false
WDD:WBB,3,6,60301,0,B,38,false
WDD:WBB,3,6,60301,1,B,24,false
WDD:WBB,3,6,60302,0,B,31,false
WDD:WBB,3,6,60302,1,draw,100,true
WDD:WBB,3,6,60303,0,B,27,false
WDD:WBB,3,6,60303,1,B,24,false
WDD:WBB,3,6,60304,0,B,35,false
WDD:WBB,3,6,60304,1,B,23,false
WDD:WBB,3,6,60305,0,draw,100,true
WDD:WBB,3,6,60305,1,B,22,false
WDD:WBB,3,6,60306,0,B,23,false
WDD:WBB,3,6,60306,1,B,28,false
WDD:WBB,3,6,60307,0,B,23,false
WDD:WBB,3,6,60307,1,B,26,false
WDD:WBB,3,6,60308,0,B,27,false
WDD:WBB,3,6,60308,1,B,24,false
WDD:WBB,3,6,60309,0,B,20,false
WDD:WBB,3,6,60309,1,B,30,false
WDD:WBB,3,6,60310,0,B,32,false
WDD:WBB,3,6,60310,1,B,26,false
WDD:WBB,3,6,60311,0,B,29,false
WDD:WBB,3,6,60311,1,B,26,false
WDD:WBB,3,6,60312,0,draw,100,true
WDD:WBB,3,6,60312,1,B,24,false
WDD:WBB,3,6,60313,0,B,46,false
WDD:WBB,3,6,60313,1,B,22,false
WDD:WBB,3,6,60314,0,B,31,false
WDD:WBB,3,6,60314,1,B,20,false
WDD:WBB,3,6,60315,0,B,29,false
WDD:WBB,3,6,60315,1,B,22,false
WDD:WBB,3,6,60316,0,B,25,false
WDD:WBB,3,6,60316,1,B,29,false
WDD:WBB,3,6,60317,0,B,33,false
WDD:WBB,3,6,60317,1,B,28,false
WDD:WBB,3,6,60318,0,B,32,false
WDD:WBB,3,6,60318,1,B,30,false
WDD:WBB,3,6,60319,0,B,23,false
WDD:WBB,3,6,60319,1,B,24,false
WDD:WBB,3,6,60320,0,B,21,false
WDD:WBB,3,6,60320,1,B,20,false
WDD:WBB,3,6,60321,0,B,23,false
WDD:WBB,3,6,60321,1,B,54,false
WDD:WBB,3,6,60322,0,B,23,false
WDD:WBB,3,6,60322,1,B,20,false
WDD:WBB,3,6,60323,0,B,44,false
WDD:WBB,3,6,60323,1,B,40,false
WDD:WBB,3,6,60324,0,B,33,false
WDD:WBB,3,6,60324,1,B,30,false
WDD:WBB,3,6,60325,0,B,20,false
WDD:WBB,3,6,60325,1,B,24,false
WDD:WBB,3,6,60326,0,B,21,false
WDD:WBB,3,6,60326,1,B,26,false
WDD:WBB,3,6,60327,0,B,19,false
WDD:WBB,3,6,60327,1,B,24,false
WDD:WBB,3,6,60328,0,B,23,false
WDD:WBB,3,6,60328,1,B,30,false
WDD:WBB,3,6,60329,0,B,27,false
WDD:WBB,3,6,60329,1,B,31,false
WDD:WBB,3,6,60330,0,B,23,false
WDD:WBB,3,6,60330,1,B,26,false
WDD:WBB,3,6,60331,0,B,23,false
WDD:WBB,3,6,60331,1,B,20,false
WDD:WBB,3,6,60332,0,B,36,false
WDD:WBB,3,6,60332,1,B,32,false
WDD:WBB,3,6,60333,0,B,43,false
WDD:WBB,3,6,60333,1,B,42,false
WDD:WBB,3,6,60334,0,B,27,false
WDD:WBB,3,6,60334,1,B,26,false
WDD:WBB,3,6,60335,0,B,23,false
WDD:WBB,3,6,60335,1,B,20,false
WDD:WBB,3,6,60336,0,B,29,false
WDD:WBB,3,6,60336,1,B,23,false
WDD:WBB,3,6,60337,0,B,35,false
WDD:WBB,3,6,60337,1,B,32,false
WDD:WBB,3,6,60338,0,B,37,false
WDD:WBB,3,6,60338,1,B,38,false
WDD:WBB,3,6,60339,0,B,29,false
WDD:WBB,3,6,60339,1,B,21,false
WDD:WBB,3,6,60340,0,B,19,false
WDD:WBB,3,6,60340,1,B,28,false
WDD:WBB,3,6,60341,0,B,25,false
WDD:WBB,3,6,60341,1,B,28,false
WDD:WBB,3,6,60342,0,B,29,false
WDD:WBB,3,6,60342,1,B,30,false
WDD:WBB,3,6,60343,0,B,21,false
WDD:WBB,3,6,60343,1,B,32,false
WDD:WBB,3,6,60344,0,B,29,false
WDD:WBB,3,6,60344,1,B,35,false
WDD:WBB,3,6,60345,0,B,33,false
WDD:WBB,3,6,60345,1,B,46,false
WDD:WBB,3,6,60346,0,B,26,false
WDD:WBB,3,6,60346,1,B,24,false
WDD:WBB,3,6,60347,0,B,29,false
WDD:WBB,3,6,60347,1,B,24,false
WDD:WBB,3,6,60348,0,B,31,false
WDD:WBB,3,6,60348,1,B,30,false
WDD:WBB,3,6,60349,0,B,35,false
WDD:WBB,3,6,60349,1,B,32,false
WDD:WBB,3,7,70300,0,B,23,false
WDD:WBB,3,7,70300,1,B,24,false
WDD:WBB,3,7,70301,0,B,29,false
WDD:WBB,3,7,70301,1,B,26,false
WDD:WBB,3,7,70302,0,B,31,false
WDD:WBB,3,7,70302,1,B,24,false
WDD:WBB,3,7,70303,0,B,27,false
WDD:WBB,3,7,70303,1,draw,100,true
WDD:WBB,3,7,70304,0,B,29,false
WDD:WBB,3,7,70304,1,B,30,false
WDD:WBB,3,7,70305,0,B,29,false
WDD:WBB,3,7,70305,1,draw,100,true
WDD:WBB,3,7,70306,0,B,25,false
WDD:WBB,3,7,70306,1,B,26,false
WDD:WBB,3,7,70307,0,B,31,false
WDD:WBB,3,7,70307,1,B,26,false
WDD:WBB,3,7,70308,0,B,21,false
WDD:WBB,3,7,70308,1,B,24,false
WDD:WBB,3,7,70309,0,draw,100,true
WDD:WBB,3,7,70309,1,B,28,false
WDD:WBB,3,7,70310,0,draw,100,true
WDD:WBB,3,7,70310,1,B,48,false
WDD:WBB,3,7,70311,0,B,28,false
WDD:WBB,3,7,70311,1,B,22,false
WDD:WBB,3,7,70312,0,B,31,false
WDD:WBB,3,7,70312,1,B,30,false
WDD:WBB,3,7,70313,0,B,71,false
WDD:WBB,3,7,70313,1,B,46,false
WDD:WBB,3,7,70314,0,B,25,false
WDD:WBB,3,7,70314,1,B,28,false
WDD:WBB,3,7,70315,0,B,27,false
WDD:WBB,3,7,70315,1,B,30,false
WDD:WBB,3,7,70316,0,B,25,false
WDD:WBB,3,7,70316,1,B,26,false
WDD:WBB,3,7,70317,0,B,35,false
WDD:WBB,3,7,70317,1,B,28,false
WDD:WBB,3,7,70318,0,B,21,false
WDD:WBB,3,7,70318,1,B,20,false
WDD:WBB,3,7,70319,0,B,27,false
WDD:WBB,3,7,70319,1,B,32,false
WDD:WBB,3,7,70320,0,draw,100,true
WDD:WBB,3,7,70320,1,B,28,false
WDD:WBB,3,7,70321,0,A,27,false
WDD:WBB,3,7,70321,1,B,34,false
WDD:WBB,3,7,70322,0,B,27,false
WDD:WBB,3,7,70322,1,B,26,false
WDD:WBB,3,7,70323,0,B,23,false
WDD:WBB,3,7,70323,1,B,34,false
WDD:WBB,3,7,70324,0,B,23,false
WDD:WBB,3,7,70324,1,B,31,false
WDD:WBB,3,7,70325,0,B,27,false
WDD:WBB,3,7,70325,1,B,21,false
WDD:WBB,3,7,70326,0,B,23,false
WDD:WBB,3,7,70326,1,B,36,false
WDD:WBB,3,7,70327,0,B,26,false
WDD:WBB,3,7,70327,1,B,26,false
WDD:WBB,3,7,70328,0,B,31,false
WDD:WBB,3,7,70328,1,B,26,false
WDD:WBB,3,7,70329,0,B,27,false
WDD:WBB,3,7,70329,1,B,30,false
WDD:WBB,3,7,70330,0,B,23,false
WDD:WBB,3,7,70330,1,B,28,false
WDD:WBB,3,7,70331,0,B,39,false
WDD:WBB,3,7,70331,1,B,29,false
WDD:WBB,3,7,70332,0,B,35,false
WDD:WBB,3,7,70332,1,B,30,false
WDD:WBB,3,7,70333,0,B,27,false
WDD:WBB,3,7,70333,1,B,28,false
WDD:WBB,3,7,70334,0,B,27,false
WDD:WBB,3,7,70334,1,B,24,false
WDD:WBB,3,7,70335,0,draw,100,true
WDD:WBB,3,7,70335,1,B,42,false
WDD:WBB,3,7,70336,0,B,23,false
WDD:WBB,3,7,70336,1,B,30,false
WDD:WBB,3,7,70337,0,B,39,false
WDD:WBB,3,7,70337,1,B,30,false
WDD:WBB,3,7,70338,0,B,25,false
WDD:WBB,3,7,70338,1,B,24,false
WDD:WBB,3,7,70339,0,draw,100,true
WDD:WBB,3,7,70339,1,B,32,false
WDD:WBB,3,7,70340,0,B,25,false
WDD:WBB,3,7,70340,1,B,36,false
WDD:WBB,3,7,70341,0,B,29,false
WDD:WBB,3,7,70341,1,B,26,false
WDD:WBB,3,7,70342,0,B,29,false
WDD:WBB,3,7,70342,1,B,34,false
WDD:WBB,3,7,70343,0,B,29,false
WDD:WBB,3,7,70343,1,B,34,false
WDD:WBB,3,7,70344,0,B,23,false
WDD:WBB,3,7,70344,1,B,28,false
WDD:WBB,3,7,70345,0,B,65,false
WDD:WBB,3,7,70345,1,B,34,false
WDD:WBB,3,7,70346,0,B,23,false
WDD:WBB,3,7,70346,1,B,30,false
WDD:WBB,3,7,70347,0,B,31,false
WDD:WBB,3,7,70347,1,B,34,false
WDD:WBB,3,7,70348,0,B,31,false
WDD:WBB,3,7,70348,1,B,32,false
WDD:WBB,3,7,70349,0,B,27,false
WDD:WBB,3,7,70349,1,B,26,false
WDD:WBB,3,8,80300,0,B,25,false
WDD:WBB,3,8,80300,1,A,32,false
WDD:WBB,3,8,80301,0,B,25,false
WDD:WBB,3,8,80301,1,B,26,false
WDD:WBB,3,8,80302,0,A,31,false
WDD:WBB,3,8,80302,1,A,26,false
WDD:WBB,3,8,80303,0,B,27,false
WDD:WBB,3,8,80303,1,draw,100,true
WDD:WBB,3,8,80304,0,B,21,false
WDD:WBB,3,8,80304,1,A,26,false
WDD:WBB,3,8,80305,0,B,35,false
WDD:WBB,3,8,80305,1,B,26,false
WDD:WBB,3,8,80306,0,B,27,false
WDD:WBB,3,8,80306,1,draw,100,true
WDD:WBB,3,8,80307,0,B,33,false
WDD:WBB,3,8,80307,1,A,22,false
WDD:WBB,3,8,80308,0,draw,100,true
WDD:WBB,3,8,80308,1,A,28,false
WDD:WBB,3,8,80309,0,B,37,false
WDD:WBB,3,8,80309,1,B,24,false
WDD:WBB,3,8,80310,0,B,20,false
WDD:WBB,3,8,80310,1,B,26,false
WDD:WBB,3,8,80311,0,A,29,false
WDD:WBB,3,8,80311,1,A,26,false
WDD:WBB,3,8,80312,0,B,29,false
WDD:WBB,3,8,80312,1,B,24,false
WDD:WBB,3,8,80313,0,B,35,false
WDD:WBB,3,8,80313,1,B,30,false
WDD:WBB,3,8,80314,0,B,27,false
WDD:WBB,3,8,80314,1,B,32,false
WDD:WBB,3,8,80315,0,B,29,false
WDD:WBB,3,8,80315,1,A,22,false
WDD:WBB,3,8,80316,0,A,23,false
WDD:WBB,3,8,80316,1,B,34,false
WDD:WBB,3,8,80317,0,B,27,false
WDD:WBB,3,8,80317,1,B,32,false
WDD:WBB,3,8,80318,0,B,27,false
WDD:WBB,3,8,80318,1,B,26,false
WDD:WBB,3,8,80319,0,B,33,false
WDD:WBB,3,8,80319,1,B,23,false
WDD:WBB,3,8,80320,0,A,19,false
WDD:WBB,3,8,80320,1,B,20,false
WDD:WBB,3,8,80321,0,A,31,false
WDD:WBB,3,8,80321,1,draw,100,true
WDD:WBB,3,8,80322,0,B,23,false
WDD:WBB,3,8,80322,1,B,18,false
WDD:WBB,3,8,80323,0,B,19,false
WDD:WBB,3,8,80323,1,draw,100,true
WDD:WBB,3,8,80324,0,B,29,false
WDD:WBB,3,8,80324,1,A,22,false
WDD:WBB,3,8,80325,0,B,29,false
WDD:WBB,3,8,80325,1,B,24,false
WDD:WBB,3,8,80326,0,A,19,false
WDD:WBB,3,8,80326,1,B,30,false
WDD:WBB,3,8,80327,0,B,23,false
WDD:WBB,3,8,80327,1,B,40,false
WDD:WBB,3,8,80328,0,A,17,false
WDD:WBB,3,8,80328,1,B,26,false
WDD:WBB,3,8,80329,0,B,29,false
WDD:WBB,3,8,80329,1,B,26,false
WDD:WBB,3,8,80330,0,B,21,false
WDD:WBB,3,8,80330,1,B,20,false
WDD:WBB,3,8,80331,0,draw,100,true
WDD:WBB,3,8,80331,1,B,26,false
WDD:WBB,3,8,80332,0,A,15,false
WDD:WBB,3,8,80332,1,B,32,false
WDD:WBB,3,8,80333,0,A,19,false
WDD:WBB,3,8,80333,1,draw,100,true
WDD:WBB,3,8,80334,0,B,25,false
WDD:WBB,3,8,80334,1,A,24,false
WDD:WBB,3,8,80335,0,A,19,false
WDD:WBB,3,8,80335,1,B,20,false
WDD:WBB,3,8,80336,0,B,31,false
WDD:WBB,3,8,80336,1,B,27,false
WDD:WBB,3,8,80337,0,B,23,false
WDD:WBB,3,8,80337,1,B,24,false
WDD:WBB,3,8,80338,0,B,21,false
WDD:WBB,3,8,80338,1,B,26,false
WDD:WBB,3,8,80339,0,B,31,false
WDD:WBB,3,8,80339,1,B,24,false
WDD:WBB,3,8,80340,0,B,25,false
WDD:WBB,3,8,80340,1,draw,100,true
WDD:WBB,3,8,80341,0,B,39,false
WDD:WBB,3,8,80341,1,B,36,false
WDD:WBB,3,8,80342,0,draw,100,true
WDD:WBB,3,8,80342,1,B,30,false
WDD:WBB,3,8,80343,0,B,45,false
WDD:WBB,3,8,80343,1,draw,100,true
WDD:WBB,3,8,80344,0,B,31,false
WDD:WBB,3,8,80344,1,B,24,false
WDD:WBB,3,8,80345,0,A,25,false
WDD:WBB,3,8,80345,1,B,36,false
WDD:WBB,3,8,80346,0,A,33,false
WDD:WBB,3,8,80346,1,A,20,false
WDD:WBB,3,8,80347,0,B,25,false
WDD:WBB,3,8,80347,1,B,22,false
WDD:WBB,3,8,80348,0,B,25,false
WDD:WBB,3,8,80348,1,A,20,false
WDD:WBB,3,8,80349,0,B,31,false
WDD:WBB,3,8,80349,1,B,22,false
WDD:WBB,3,9,90300,0,A,19,false
WDD:WBB,3,9,90300,1,A,24,false
WDD:WBB,3,9,90301,0,A,23,false
WDD:WBB,3,9,90301,1,B,28,false
WDD:WBB,3,9,90302,0,A,29,false
WDD:WBB,3,9,90302,1,B,40,false
WDD:WBB,3,9,90303,0,B,25,false
WDD:WBB,3,9,90303,1,A,28,false
WDD:WBB,3,9,90304,0,B,25,false
WDD:WBB,3,9,90304,1,B,38,false
WDD:WBB,3,9,90305,0,A,19,false
WDD:WBB,3,9,90305,1,A,28,false
WDD:WBB,3,9,90306,0,A,25,false
WDD:WBB,3,9,90306,1,A,26,false
WDD:WBB,3,9,90307,0,A,25,false
WDD:WBB,3,9,90307,1,A,26,false
WDD:WBB,3,9,90308,0,B,27,false
WDD:WBB,3,9,90308,1,A,32,false
WDD:WBB,3,9,90309,0,A,25,false
WDD:WBB,3,9,90309,1,A,22,false
WDD:WBB,3,9,90310,0,A,29,false
WDD:WBB,3,9,90310,1,B,40,false
WDD:WBB,3,9,90311,0,B,23,false
WDD:WBB,3,9,90311,1,A,22,false
WDD:WBB,3,9,90312,0,A,25,false
WDD:WBB,3,9,90312,1,A,22,false
WDD:WBB,3,9,90313,0,A,31,false
WDD:WBB,3,9,90313,1,B,26,false
WDD:WBB,3,9,90314,0,A,19,false
WDD:WBB,3,9,90314,1,A,26,false
WDD:WBB,3,9,90315,0,draw,100,true
WDD:WBB,3,9,90315,1,B,30,false
WDD:WBB,3,9,90316,0,A,31,false
WDD:WBB,3,9,90316,1,B,28,false
WDD:WBB,3,9,90317,0,draw,100,true
WDD:WBB,3,9,90317,1,A,20,false
WDD:WBB,3,9,90318,0,B,31,false
WDD:WBB,3,9,90318,1,A,34,false
WDD:WBB,3,9,90319,0,A,25,false
WDD:WBB,3,9,90319,1,A,22,false
WDD:WBB,3,9,90320,0,A,13,false
WDD:WBB,3,9,90320,1,B,26,false
WDD:WBB,3,9,90321,0,A,25,false
WDD:WBB,3,9,90321,1,A,26,false
WDD:WBB,3,9,90322,0,A,27,false
WDD:WBB,3,9,90322,1,B,28,false
WDD:WBB,3,9,90323,0,B,19,false
WDD:WBB,3,9,90323,1,A,24,false
WDD:WBB,3,9,90324,0,A,25,false
WDD:WBB,3,9,90324,1,A,20,false
WDD:WBB,3,9,90325,0,B,43,false
WDD:WBB,3,9,90325,1,A,22,false
WDD:WBB,3,9,90326,0,A,25,false
WDD:WBB,3,9,90326,1,A,32,false
WDD:WBB,3,9,90327,0,A,23,false
WDD:WBB,3,9,90327,1,A,18,false
WDD:WBB,3,9,90328,0,A,25,false
WDD:WBB,3,9,90328,1,A,22,false
WDD:WBB,3,9,90329,0,A,21,false
WDD:WBB,3,9,90329,1,draw,100,true
WDD:WBB,3,9,90330,0,A,21,false
WDD:WBB,3,9,90330,1,A,26,false
WDD:WBB,3,9,90331,0,B,29,false
WDD:WBB,3,9,90331,1,A,30,false
WDD:WBB,3,9,90332,0,draw,100,true
WDD:WBB,3,9,90332,1,A,26,false
WDD:WBB,3,9,90333,0,A,21,false
WDD:WBB,3,9,90333,1,A,24,false
WDD:WBB,3,9,90334,0,A,25,false
WDD:WBB,3,9,90334,1,A,22,false
WDD:WBB,3,9,90335,0,B,27,false
WDD:WBB,3,9,90335,1,A,26,false
WDD:WBB,3,9,90336,0,B,33,false
WDD:WBB,3,9,90336,1,A,24,false
WDD:WBB,3,9,90337,0,B,25,false
WDD:WBB,3,9,90337,1,A,36,false
WDD:WBB,3,9,90338,0,B,25,false
WDD:WBB,3,9,90338,1,A,26,false
WDD:WBB,3,9,90339,0,A,21,false
WDD:WBB,3,9,90339,1,A,24,false
WDD:WBB,3,9,90340,0,B,29,false
WDD:WBB,3,9,90340,1,B,26,false
WDD:WBB,3,9,90341,0,A,21,false
WDD:WBB,3,9,90341,1,B,24,false
WDD:WBB,3,9,90342,0,A,29,false
WDD:WBB,3,9,90342,1,A,24,false
WDD:WBB,3,9,90343,0,A,21,false
WDD:WBB,3,9,90343,1,A,24,false
WDD:WBB,3,9,90344,0,A,21,false
WDD:WBB,3,9,90344,1,A,22,false
WDD:WBB,3,9,90345,0,A,25,false
WDD:WBB,3,9,90345,1,A,20,false
WDD:WBB,3,9,90346,0,A,23,false
WDD:WBB,3,9,90346,1,A,22,false
WDD:WBB,3,9,90347,0,A,21,false
WDD:WBB,3,9,90347,1,B,34,false
WDD:WBB,3,9,90348,0,A,25,false
WDD:WBB,3,9,90348,1,A,20,false
WDD:WBB,3,9,90349,0,A,29,false
WDD:WBB,3,9,90349,1,A,28,false
WDD:WBB,3,10,100300,0,A,35,false
WDD:WBB,3,10,100300,1,A,22,false
WDD:WBB,3,10,100301,0,A,23,false
WDD:WBB,3,10,100301,1,A,22,false
WDD:WBB,3,10,100302,0,A,17,false
WDD:WBB,3,10,100302,1,A,24,false
WDD:WBB,3,10,100303,0,A,21,false
WDD:WBB,3,10,100303,1,A,22,false
WDD:WBB,3,10,100304,0,A,33,false
WDD:WBB,3,10,100304,1,A,28,false
WDD:WBB,3,10,100305,0,A,19,false
WDD:WBB,3,10,100305,1,A,26,false
WDD:WBB,3,10,100306,0,B,21,false
WDD:WBB,3,10,100306,1,A,20,false
WDD:WBB,3,10,100307,0,A,21,false
WDD:WBB,3,10,100307,1,A,24,false
WDD:WBB,3,10,100308,0,A,25,false
WDD:WBB,3,10,100308,1,A,24,false
WDD:WBB,3,10,100309,0,A,19,false
WDD:WBB,3,10,100309,1,A,28,false
WDD:WBB,3,10,100310,0,A,23,false
WDD:WBB,3,10,100310,1,A,22,false
WDD:WBB,3,10,100311,0,A,25,false
WDD:WBB,3,10,100311,1,A,26,false
WDD:WBB,3,10,100312,0,A,25,false
WDD:WBB,3,10,100312,1,A,20,false
WDD:WBB,3,10,100313,0,B,23,false
WDD:WBB,3,10,100313,1,A,22,false
WDD:WBB,3,10,100314,0,A,17,false
WDD:WBB,3,10,100314,1,A,20,false
WDD:WBB,3,10,100315,0,B,29,false
WDD:WBB,3,10,100315,1,A,22,false
WDD:WBB,3,10,100316,0,A,23,false
WDD:WBB,3,10,100316,1,A,26,false
WDD:WBB,3,10,100317,0,A,17,false
WDD:WBB,3,10,100317,1,A,20,false
WDD:WBB,3,10,100318,0,A,21,false
WDD:WBB,3,10,100318,1,A,16,false
WDD:WBB,3,10,100319,0,A,19,false
WDD:WBB,3,10,100319,1,A,30,false
WDD:WBB,3,10,100320,0,A,21,false
WDD:WBB,3,10,100320,1,A,16,false
WDD:WBB,3,10,100321,0,A,19,false
WDD:WBB,3,10,100321,1,A,22,false
WDD:WBB,3,10,100322,0,A,21,false
WDD:WBB,3,10,100322,1,A,24,false
WDD:WBB,3,10,100323,0,A,21,false
WDD:WBB,3,10,100323,1,A,32,false
WDD:WBB,3,10,100324,0,A,19,false
WDD:WBB,3,10,100324,1,A,22,false
WDD:WBB,3,10,100325,0,A,17,false
WDD:WBB,3,10,100325,1,A,26,false
WDD:WBB,3,10,100326,0,A,23,false
WDD:WBB,3,10,100326,1,A,28,false
WDD:WBB,3,10,100327,0,A,19,false
WDD:WBB,3,10,100327,1,A,18,false
WDD:WBB,3,10,100328,0,A,19,false
WDD:WBB,3,10,100328,1,A,20,false
WDD:WBB,3,10,100329,0,A,21,false
WDD:WBB,3,10,100329,1,A,22,false
WDD:WBB,3,10,100330,0,A,27,false
WDD:WBB,3,10,100330,1,A,24,false
WDD:WBB,3,10,100331,0,A,21,false
WDD:WBB,3,10,100331,1,A,16,false
WDD:WBB,3,10,100332,0,A,21,false
WDD:WBB,3,10,100332,1,A,18,false
WDD:WBB,3,10,100333,0,A,19,false
WDD:WBB,3,10,100333,1,A,20,false
WDD:WBB,3,10,100334,0,A,25,false
WDD:WBB,3,10,100334,1,A,22,false
WDD:WBB,3,10,100335,0,A,21,false
WDD:WBB,3,10,100335,1,A,20,false
WDD:WBB,3,10,100336,0,A,23,false
WDD:WBB,3,10,100336,1,A,18,false
WDD:WBB,3,10,100337,0,A,19,false
WDD:WBB,3,10,100337,1,A,22,false
WDD:WBB,3,10,100338,0,A,23,false
WDD:WBB,3,10,100338,1,A,24,false
WDD:WBB,3,10,100339,0,A,21,false
WDD:WBB,3,10,100339,1,A,22,false
