pair_id,seed,mirror,pos_a,first_mover,comp_a_wdd,comp_a_wcc,comp_a_wbb,cost_a,comp_b_wdd,comp_b_wcc,comp_b_wbb,cost_b,winner_label,turns,unresolved
0,1,0,P1,A,0,2,1,28,1,0,2,29,B,34,false
0,1,1,P2,B,0,2,1,28,1,0,2,29,B,33,false
0,2,0,P1,A,0,2,1,28,1,0,2,29,B,37,false
0,2,1,P2,B,0,2,1,28,1,0,2,29,B,41,false
0,3,0,P1,A,0,2,1,28,1,0,2,29,A,23,false
0,3,1,P2,B,0,2,1,28,1,0,2,29,B,38,false
0,4,0,P1,A,0,2,1,28,1,0,2,29,B,80,false
0,4,1,P2,B,0,2,1,28,1,0,2,29,A,42,false
0,5,0,P1,A,0,2,1,28,1,0,2,29,B,44,false
0,5,1,P2,B,0,2,1,28,1,0,2,29,B,67,false
0,6,0,P1,A,0,2,1,28,1,0,2,29,B,24,false
0,6,1,P2,B,0,2,1,28,1,0,2,29,B,49,false
0,7,0,P1,A,0,2,1,28,1,0,2,29,B,41,false
0,7,1,P2,B,0,2,1,28,1,0,2,29,A,27,false
0,8,0,P1,A,0,2,1,28,1,0,2,29,B,32,false
0,8,1,P2,B,0,2,1,28,1,0,2,29,B,37,false
0,9,0,P1,A,0,2,1,28,1,0,2,29,B,35,false
0,9,1,P2,B,0,2,1,28,1,0,2,29,B,33,false
0,10,0,P1,A,0,2,1,28,1,0,2,29,B,32,false
0,10,1,P2,B,0,2,1,28,1,0,2,29,B,63,false
1,1001,0,P1,A,0,2,1,28,1,3,0,29,A,28,false
1,1001,1,P2,B,0,2,1,28,1,3,0,29,B,31,false
1,1002,0,P1,A,0,2,1,28,1,3,0,29,A,29,false
1,1002,1,P2,B,0,2,1,28,1,3,0,29,A,43,false
1,1003,0,P1,A,0,2,1,28,1,3,0,29,B,18,false
1,1003,1,P2,B,0,2,1,28,1,3,0,29,B,32,false
1,1004,0,P1,A,0,2,1,28,1,3,0,29,B,38,false
1,1004,1,P2,B,0,2,1,28,1,3,0,29,A,24,false
1,1005,0,P1,A,0,2,1,28,1,3,0,29,A,51,false
1,1005,1,P2,B,0,2,1,28,1,3,0,29,B,49,false
1,1006,0,P1,A,0,2,1,28,1,3,0,29,B,24,false
1,1006,1,P2,B,0,2,1,28,1,3,0,29,B,27,false
1,1007,0,P1,A,0,2,1,28,1,3,0,29,A,32,false
1,1007,1,P2,B,0,2,1,28,1,3,0,29,B,25,false
1,1008,0,P1,A,0,2,1,28,1,3,0,29,A,38,false
1,1008,1,P2,B,0,2,1,28,1,3,0,29,B,31,false
1,1009,0,P1,A,0,2,1,28,1,3,0,29,B,36,false
1,1009,1,P2,B,0,2,1,28,1,3,0,29,B,35,false
1,1010,0,P1,A,0,2,1,28,1,3,0,29,A,23,false
1,1010,1,P2,B,0,2,1,28,1,3,0,29,B,31,false
2,2001,0,P1,A,0,2,1,28,2,1,1,30,B,38,false
2,2001,1,P2,B,0,2,1,28,2,1,1,30,B,37,false
2,2002,0,P1,A,0,2,1,28,2,1,1,30,B,38,false
2,2002,1,P2,B,0,2,1,28,2,1,1,30,B,63,false
2,2003,0,P1,A,0,2,1,28,2,1,1,30,A,57,false
2,2003,1,P2,B,0,2,1,28,2,1,1,30,B,39,false
2,2004,0,P1,A,0,2,1,28,2,1,1,30,A,30,false
2,2004,1,P2,B,0,2,1,28,2,1,1,30,B,33,false
2,2005,0,P1,A,0,2,1,28,2,1,1,30,B,22,false
2,2005,1,P2,B,0,2,1,28,2,1,1,30,B,35,false
2,2006,0,P1,A,0,2,1,28,2,1,1,30,B,32,false
2,2006,1,P2,B,0,2,1,28,2,1,1,30,A,31,false
2,2007,0,P1,A,0,2,1,28,2,1,1,30,A,35,false
2,2007,1,P2,B,0,2,1,28,2,1,1,30,A,29,false
2,2008,0,P1,A,0,2,1,28,2,1,1,30,A,31,false
2,2008,1,P2,B,0,2,1,28,2,1,1,30,A,41,false
2,2009,0,P1,A,0,2,1,28,2,1,1,30,B,21,false
2,2009,1,P2,B,0,2,1,28,2,1,1,30,B,31,false
2,2010,0,P1,A,0,2,1,28,2,1,1,30,B,28,false
2,2010,1,P2,B,0,2,1,28,2,1,1,30,B,33,false
3,3001,0,P1,A,0,2,1,28,2,2,0,26,B,36,false
3,3001,1,P2,B,0,2,1,28,2,2,0,26,B,31,false
3,3002,0,P1,A,0,2,1,28,2,2,0,26,B,30,false
3,3002,1,P2,B,0,2,1,28,2,2,0,26,B,33,false
3,3003,0,P1,A,0,2,1,28,2,2,0,26,B,20,false
3,3003,1,P2,B,0,2,1,28,2,2,0,26,A,25,false
3,3004,0,P1,A,0,2,1,28,2,2,0,26,B,28,false
3,3004,1,P2,B,0,2,1,28,2,2,0,26,B,29,false
3,3005,0,P1,A,0,2,1,28,2,2,0,26,B,30,false
3,3005,1,P2,B,0,2,1,28,2,2,0,26,B,33,false
3,3006,0,P1,A,0,2,1,28,2,2,0,26,A,58,false
3,3006,1,P2,B,0,2,1,28,2,2,0,26,A,37,false
3,3007,0,P1,A,0,2,1,28,2,2,0,26,A,28,false
3,3007,1,P2,B,0,2,1,28,2,2,0,26,A,24,false
3,3008,0,P1,A,0,2,1,28,2,2,0,26,A,35,false
3,3008,1,P2,B,0,2,1,28,2,2,0,26,B,25,false
3,3009,0,P1,A,0,2,1,28,2,2,0,26,B,26,false
3,3009,1,P2,B,0,2,1,28,2,2,0,26,A,29,false
3,3010,0,P1,A,0,2,1,28,2,2,0,26,B,30,false
3,3010,1,P2,B,0,2,1,28,2,2,0,26,A,38,false
4,4001,0,P1,A,0,2,1,28,3,0,1,27,B,28,false
4,4001,1,P2,B,0,2,1,28,3,0,1,27,A,41,false
4,4002,0,P1,A,0,2,1,28,3,0,1,27,B,24,false
4,4002,1,P2,B,0,2,1,28,3,0,1,27,B,23,false
4,4003,0,P1,A,0,2,1,28,3,0,1,27,B,50,false
4,4003,1,P2,B,0,2,1,28,3,0,1,27,B,61,false
4,4004,0,P1,A,0,2,1,28,3,0,1,27,A,32,false
4,4004,1,P2,B,0,2,1,28,3,0,1,27,A,39,false
4,4005,0,P1,A,0,2,1,28,3,0,1,27,B,24,false
4,4005,1,P2,B,0,2,1,28,3,0,1,27,B,25,false
4,4006,0,P1,A,0,2,1,28,3,0,1,27,A,27,false
4,4006,1,P2,B,0,2,1,28,3,0,1,27,B,23,false
4,4007,0,P1,A,0,2,1,28,3,0,1,27,B,34,false
4,4007,1,P2,B,0,2,1,28,3,0,1,27,B,38,false
4,4008,0,P1,A,0,2,1,28,3,0,1,27,B,60,false
4,4008,1,P2,B,0,2,1,28,3,0,1,27,A,40,false
4,4009,0,P1,A,0,2,1,28,3,0,1,27,B,32,false
4,4009,1,P2,B,0,2,1,28,3,0,1,27,B,37,false
4,4010,0,P1,A,0,2,1,28,3,0,1,27,draw,100,true
4,4010,1,P2,B,0,2,1,28,3,0,1,27,A,36,false
5,5001,0,P1,A,0,2,1,28,4,1,0,28,B,26,false
5,5001,1,P2,B,0,2,1,28,4,1,0,28,B,27,false
5,5002,0,P1,A,0,2,1,28,4,1,0,28,B,26,false
5,5002,1,P2,B,0,2,1,28,4,1,0,28,B,31,false
5,5003,0,P1,A,0,2,1,28,4,1,0,28,A,36,false
5,5003,1,P2,B,0,2,1,28,4,1,0,28,A,33,false
5,5004,0,P1,A,0,2,1,28,4,1,0,28,B,34,false
5,5004,1,P2,B,0,2,1,28,4,1,0,28,B,41,false
5,5005,0,P1,A,0,2,1,28,4,1,0,28,A,29,false
5,5005,1,P2,B,0,2,1,28,4,1,0,28,A,51,false
5,5006,0,P1,A,0,2,1,28,4,1,0,28,A,34,false
5,5006,1,P2,B,0,2,1,28,4,1,0,28,B,33,false
5,5007,0,P1,A,0,2,1,28,4,1,0,28,A,38,false
5,5007,1,P2,B,0,2,1,28,4,1,0,28,B,31,false
5,5008,0,P1,A,0,2,1,28,4,1,0,28,B,34,false
5,5008,1,P2,B,0,2,1,28,4,1,0,28,B,27,false
5,5009,0,P1,A,0,2,1,28,4,1,0,28,B,26,false
5,5009,1,P2,B,0,2,1,28,4,1,0,28,A,61,false
5,5010,0,P1,A,0,2,1,28,4,1,0,28,B,30,false
5,5010,1,P2,B,0,2,1,28,4,1,0,28,A,43,false
6,6001,0,P1,A,0,2,1,28,6,0,0,30,B,32,false
6,6001,1,P2,B,0,2,1,28,6,0,0,30,B,21,false
6,6002,0,P1,A,0,2,1,28,6,0,0,30,A,35,false
6,6002,1,P2,B,0,2,1,28,6,0,0,30,B,27,false
6,6003,0,P1,A,0,2,1,28,6,0,0,30,B,30,false
6,6003,1,P2,B,0,2,1,28,6,0,0,30,B,23,false
6,6004,0,P1,A,0,2,1,28,6,0,0,30,B,34,false
6,6004,1,P2,B,0,2,1,28,6,0,0,30,B,31,false
6,6005,0,P1,A,0,2,1,28,6,0,0,30,B,34,false
6,6005,1,P2,B,0,2,1,28,6,0,0,30,B,23,false
6,6006,0,P1,A,0,2,1,28,6,0,0,30,B,34,false
6,6006,1,P2,B,0,2,1,28,6,0,0,30,B,29,false
6,6007,0,P1,A,0,2,1,28,6,0,0,30,A,31,false
6,6007,1,P2,B,0,2,1,28,6,0,0,30,A,22,false
6,6008,0,P1,A,0,2,1,28,6,0,0,30,B,32,false
6,6008,1,P2,B,0,2,1,28,6,0,0,30,B,21,false
6,6009,0,P1,A,0,2,1,28,6,0,0,30,B,36,false
6,6009,1,P2,B,0,2,1,28,6,0,0,30,B,29,false
6,6010,0,P1,A,0,2,1,28,6,0,0,30,B,40,false
6,6010,1,P2,B,0,2,1,28,6,0,0,30,A,37,false
7,7001,0,P1,A,1,0,2,29,1,3,0,29,A,40,false
7,7001,1,P2,B,1,0,2,29,1,3,0,29,A,31,false
7,7002,0,P1,A,1,0,2,29,1,3,0,29,B,26,false
7,7002,1,P2,B,1,0,2,29,1,3,0,29,A,19,false
7,7003,0,P1,A,1,0,2,29,1,3,0,29,B,20,false
7,7003,1,P2,B,1,0,2,29,1,3,0,29,A,33,false
7,7004,0,P1,A,1,0,2,29,1,3,0,29,A,36,false
7,7004,1,P2,B,1,0,2,29,1,3,0,29,B,21,false
7,7005,0,P1,A,1,0,2,29,1,3,0,29,A,24,false
7,7005,1,P2,B,1,0,2,29,1,3,0,29,B,33,false
7,7006,0,P1,A,1,0,2,29,1,3,0,29,B,34,false
7,7006,1,P2,B,1,0,2,29,1,3,0,29,A,29,false
7,7007,0,P1,A,1,0,2,29,1,3,0,29,draw,100,true
7,7007,1,P2,B,1,0,2,29,1,3,0,29,A,23,false
7,7008,0,P1,A,1,0,2,29,1,3,0,29,A,31,false
7,7008,1,P2,B,1,0,2,29,1,3,0,29,B,35,false
7,7009,0,P1,A,1,0,2,29,1,3,0,29,A,42,false
7,7009,1,P2,B,1,0,2,29,1,3,0,29,A,36,false
7,7010,0,P1,A,1,0,2,29,1,3,0,29,A,30,false
