price,pair_id,seed,mirror,pos_a,comp_a,comp_b,cost_a,cost_b,winner_label,turns,unresolved
A,1,4,1,P2,0w0c3b,0w4c1b,42,42,B,23,false
A,1,5,0,P1,0w0c3b,0w4c1b,42,42,B,24,false
A,1,5,1,P2,0w0c3b,0w4c1b,42,42,B,23,false
A,1,6,0,P1,0w0c3b,0w4c1b,42,42,B,14,false
A,1,6,1,P2,0w0c3b,0w4c1b,42,42,B,17,false
A,1,7,0,P1,0w0c3b,0w4c1b,42,42,B,22,false
A,1,7,1,P2,0w0c3b,0w4c1b,42,42,B,19,false
A,1,8,0,P1,0w0c3b,0w4c1b,42,42,B,24,false
A,1,8,1,P2,0w0c3b,0w4c1b,42,42,B,21,false
A,1,9,0,P1,0w0c3b,0w4c1b,42,42,A,25,false
A,1,9,1,P2,0w0c3b,0w4c1b,42,42,B,23,false
A,1,10,0,P1,0w0c3b,0w4c1b,42,42,B,18,false
A,1,10,1,P2,0w0c3b,0w4c1b,42,42,B,23,false
A,1,11,0,P1,0w0c3b,0w4c1b,42,42,B,22,false
A,1,11,1,P2,0w0c3b,0w4c1b,42,42,B,23,false
A,1,12,0,P1,0w0c3b,0w4c1b,42,42,B,22,false
A,1,12,1,P2,0w0c3b,0w4c1b,42,42,A,28,false
A,1,13,0,P1,0w0c3b,0w4c1b,42,42,B,22,false
A,1,13,1,P2,0w0c3b,0w4c1b,42,42,B,19,false
A,1,14,0,P1,0w0c3b,0w4c1b,42,42,B,22,false
A,1,14,1,P2,0w0c3b,0w4c1b,42,42,B,19,false
A,1,15,0,P1,0w0c3b,0w4c1b,42,42,B,20,false
A,1,15,1,P2,0w0c3b,0w4c1b,42,42,B,21,false
A,1,16,0,P1,0w0c3b,0w4c1b,42,42,B,18,false
A,1,16,1,P2,0w0c3b,0w4c1b,42,42,B,17,false
A,1,17,0,P1,0w0c3b,0w4c1b,42,42,B,26,false
A,1,17,1,P2,0w0c3b,0w4c1b,42,42,B,27,false
A,1,18,0,P1,0w0c3b,0w4c1b,42,42,B,16,false
A,1,18,1,P2,0w0c3b,0w4c1b,42,42,B,19,false
A,1,19,0,P1,0w0c3b,0w4c1b,42,42,B,20,false
A,1,19,1,P2,0w0c3b,0w4c1b,42,42,B,29,false
A,1,20,0,P1,0w0c3b,0w4c1b,42,42,B,20,false
A,1,20,1,P2,0w0c3b,0w4c1b,42,42,A,32,false
A,2,1,0,P1,0w0c3b,0w6c0b,42,42,B,20,false
A,2,1,1,P2,0w0c3b,0w6c0b,42,42,B,15,false
A,2,2,0,P1,0w0c3b,0w6c0b,42,42,B,24,false
A,2,2,1,P2,0w0c3b,0w6c0b,42,42,B,21,false
A,2,3,0,P1,0w0c3b,0w6c0b,42,42,B,18,false
A,2,3,1,P2,0w0c3b,0w6c0b,42,42,B,15,false
A,2,4,0,P1,0w0c3b,0w6c0b,42,42,B,24,false
A,2,4,1,P2,0w0c3b,0w6c0b,42,42,B,25,false
A,2,5,0,P1,0w0c3b,0w6c0b,42,42,B,20,false
A,2,5,1,P2,0w0c3b,0w6c0b,42,42,B,19,false
A,2,6,0,P1,0w0c3b,0w6c0b,42,42,B,18,false
A,2,6,1,P2,0w0c3b,0w6c0b,42,42,B,13,false
