cls,stat,k,value,seed,mirror,pos_a,winner_label,turns,unresolved
WDD,atk,1.3,2.6,6,0,P1,B,24,false
WDD,atk,1.3,2.6,6,1,P2,B,17,false
WDD,atk,1.3,2.6,7,0,P1,A,25,false
WDD,atk,1.3,2.6,7,1,P2,B,21,false
WDD,atk,1.3,2.6,8,0,P1,A,28,false
WDD,atk,1.3,2.6,8,1,P2,A,26,false
WDD,atk,1.3,2.6,9,0,P1,B,24,false
WDD,atk,1.3,2.6,9,1,P2,B,27,false
WDD,atk,1.3,2.6,10,0,P1,A,17,false
WDD,atk,1.3,2.6,10,1,P2,A,35,false
WDD,atk,1.3,2.6,11,0,P1,A,19,false
WDD,atk,1.3,2.6,11,1,P2,A,20,false
WDD,atk,1.3,2.6,12,0,P1,A,27,false
WDD,atk,1.3,2.6,12,1,P2,B,21,false
WDD,atk,1.3,2.6,13,0,P1,A,17,false
WDD,atk,1.3,2.6,13,1,P2,A,21,false
WDD,atk,1.3,2.6,14,0,P1,A,43,false
WDD,atk,1.3,2.6,14,1,P2,B,23,false
WDD,atk,1.3,2.6,15,0,P1,A,19,false
WDD,atk,1.3,2.6,15,1,P2,A,20,false
WDD,atk,1.3,2.6,16,0,P1,B,24,false
WDD,atk,1.3,2.6,16,1,P2,A,20,false
WDD,atk,1.3,2.6,17,0,P1,A,29,false
WDD,atk,1.3,2.6,17,1,P2,B,25,false
WDD,atk,1.3,2.6,18,0,P1,A,21,false
WDD,atk,1.3,2.6,18,1,P2,A,18,false
WDD,atk,1.3,2.6,19,0,P1,A,23,false
WDD,atk,1.3,2.6,19,1,P2,A,20,false
WDD,atk,1.3,2.6,20,0,P1,A,26,false
WDD,atk,1.3,2.6,20,1,P2,A,26,false
WDD,atk,1.3,2.6,21,0,P1,B,33,false
WDD,atk,1.3,2.6,21,1,P2,A,27,false
WDD,atk,1.3,2.6,22,0,P1,A,21,false
WDD,atk,1.3,2.6,22,1,P2,B,22,false
WDD,atk,1.3,2.6,23,0,P1,A,27,false
WDD,atk,1.3,2.6,23,1,P2,A,18,false
WDD,atk,1.3,2.6,24,0,P1,A,27,false
WDD,atk,1.3,2.6,24,1,P2,B,21,false
WDD,atk,1.3,2.6,25,0,P1,A,23,false
WDD,atk,1.3,2.6,25,1,P2,A,18,false
WDD,atk,1.3,2.6,26,0,P1,B,22,false
WDD,atk,1.3,2.6,26,1,P2,A,26,false
WDD,atk,1.3,2.6,27,0,P1,B,26,false
WDD,atk,1.3,2.6,27,1,P2,B,19,false
WDD,atk,1.3,2.6,28,0,P1,A,31,false
WDD,atk,1.3,2.6,28,1,P2,A,24,false
WDD,atk,1.3,2.6,29,0,P1,A,17,false
WDD,atk,1.3,2.6,29,1,P2,B,23,false
WDD,atk,1.3,2.6,30,0,P1,A,21,false
WDD,atk,1.3,2.6,30,1,P2,B,21,false
WDD,atk,1.3,2.6,31,0,P1,A,41,false
WDD,atk,1.3,2.6,31,1,P2,A,22,false
WDD,atk,1.3,2.6,32,0,P1,A,23,false
WDD,atk,1.3,2.6,32,1,P2,B,23,false
WDD,atk,1.3,2.6,33,0,P1,B,32,false
WDD,atk,1.3,2.6,33,1,P2,A,32,false
WDD,atk,1.3,2.6,34,0,P1,B,22,false
WDD,atk,1.3,2.6,34,1,P2,A,26,false
WDD,atk,1.3,2.6,35,0,P1,B,22,false
WDD,atk,1.3,2.6,35,1,P2,A,21,false
WDD,atk,1.3,2.6,36,0,P1,B,38,false
WDD,atk,1.3,2.6,36,1,P2,A,27,false
WDD,atk,1.3,2.6,37,0,P1,A,41,false
WDD,atk,1.3,2.6,37,1,P2,A,30,false
WDD,atk,1.3,2.6,38,0,P1,A,23,false
WDD,atk,1.3,2.6,38,1,P2,B,23,false
WDD,atk,1.3,2.6,39,0,P1,A,27,false
WDD,atk,1.3,2.6,39,1,P2,A,26,false
WDD,atk,1.3,2.6,40,0,P1,A,26,false
WDD,atk,1.3,2.6,40,1,P2,B,21,false
WDD,atk,1.3,2.6,41,0,P1,A,25,false
WDD,atk,1.3,2.6,41,1,P2,A,20,false
WDD,atk,1.3,2.6,42,0,P1,B,36,false
WDD,atk,1.3,2.6,42,1,P2,draw,100,true
WDD,atk,1.3,2.6,43,0,P1,A,19,false
WDD,atk,1.3,2.6,43,1,P2,A,22,false
WDD,atk,1.3,2.6,44,0,P1,draw,100,true
WDD,atk,1.3,2.6,44,1,P2,A,21,false
WDD,atk,1.3,2.6,45,0,P1,B,30,false
WDD,atk,1.3,2.6,45,1,P2,B,23,false
WDD,atk,1.3,2.6,46,0,P1,A,29,false
WDD,atk,1.3,2.6,46,1,P2,A,26,false
WDD,atk,1.3,2.6,47,0,P1,A,39,false
WDD,atk,1.3,2.6,47,1,P2,A,24,false
WDD,atk,1.3,2.6,48,0,P1,A,23,false
WDD,atk,1.3,2.6,48,1,P2,A,18,false
WDD,atk,1.3,2.6,49,0,P1,A,25,false
WDD,atk,1.3,2.6,49,1,P2,A,22,false
WDD,atk,1.3,2.6,50,0,P1,A,17,false
WDD,atk,1.3,2.6,50,1,P2,A,20,false
WDD,def,0.7,1,1,0,P1,B,22,false
WDD,def,0.7,1,1,1,P2,A,24,false
WDD,def,0.7,1,2,0,P1,A,29,false
WDD,def,0.7,1,2,1,P2,A,24,false
WDD,def,0.7,1,3,0,P1,B,18,false
WDD,def,0.7,1,3,1,P2,A,27,false
WDD,def,0.7,1,4,0,P1,B,33,false
WDD,def,0.7,1,4,1,P2,B,23,false
WDD,def,0.7,1,5,0,P1,B,23,false
WDD,def,0.7,1,5,1,P2,A,26,false
WDD,def,0.7,1,6,0,P1,B,21,false
WDD,def,0.7,1,6,1,P2,B,17,false
WDD,def,0.7,1,7,0,P1,B,22,false
WDD,def,0.7,1,7,1,P2,B,16,false
WDD,def,0.7,1,8,0,P1,A,28,false
WDD,def,0.7,1,8,1,P2,A,30,false
WDD,def,0.7,1,9,0,P1,B,18,false
WDD,def,0.7,1,9,1,P2,A,29,false
WDD,def,0.7,1,10,0,P1,A,21,false
WDD,def,0.7,1,10,1,P2,B,23,false
WDD,def,0.7,1,11,0,P1,A,25,false
WDD,def,0.7,1,11,1,P2,B,24,false
WDD,def,0.7,1,12,0,P1,A,21,false
WDD,def,0.7,1,12,1,P2,A,22,false
WDD,def,0.7,1,13,0,P1,A,17,false
WDD,def,0.7,1,13,1,P2,A,21,false
WDD,def,0.7,1,14,0,P1,A,31,false
WDD,def,0.7,1,14,1,P2,B,21,false
WDD,def,0.7,1,15,0,P1,A,23,false
WDD,def,0.7,1,15,1,P2,A,21,false
WDD,def,0.7,1,16,0,P1,B,22,false
WDD,def,0.7,1,16,1,P2,A,18,false
WDD,def,0.7,1,17,0,P1,A,27,false
WDD,def,0.7,1,17,1,P2,B,25,false
WDD,def,0.7,1,18,0,P1,A,19,false
WDD,def,0.7,1,18,1,P2,A,19,false
WDD,def,0.7,1,19,0,P1,B,32,false
WDD,def,0.7,1,19,1,P2,B,21,false
WDD,def,0.7,1,20,0,P1,B,26,false
WDD,def,0.7,1,20,1,P2,A,30,false
WDD,def,0.7,1,21,0,P1,B,22,false
WDD,def,0.7,1,21,1,P2,B,26,false
WDD,def,0.7,1,22,0,P1,B,22,false
WDD,def,0.7,1,22,1,P2,B,19,false
WDD,def,0.7,1,23,0,P1,A,31,false
WDD,def,0.7,1,23,1,P2,A,22,false
WDD,def,0.7,1,24,0,P1,A,21,false
WDD,def,0.7,1,24,1,P2,B,21,false
WDD,def,0.7,1,25,0,P1,B,26,false
WDD,def,0.7,1,25,1,P2,A,29,false
WDD,def,0.7,1,26,0,P1,B,22,false
WDD,def,0.7,1,26,1,P2,B,24,false
WDD,def,0.7,1,27,0,P1,B,27,false
WDD,def,0.7,1,27,1,P2,B,21,false
WDD,def,0.7,1,28,0,P1,A,25,false
WDD,def,0.7,1,28,1,P2,A,25,false
WDD,def,0.7,1,29,0,P1,A,19,false
WDD,def,0.7,1,29,1,P2,B,21,false
WDD,def,0.7,1,30,0,P1,A,26,false
WDD,def,0.7,1,30,1,P2,B,26,false
WDD,def,0.7,1,31,0,P1,B,30,false
WDD,def,0.7,1,31,1,P2,B,22,false
WDD,def,0.7,1,32,0,P1,B,23,false
WDD,def,0.7,1,32,1,P2,B,29,false
WDD,def,0.7,1,33,0,P1,B,33,false
WDD,def,0.7,1,33,1,P2,A,30,false
WDD,def,0.7,1,34,0,P1,B,22,false
WDD,def,0.7,1,34,1,P2,A,24,false
WDD,def,0.7,1,35,0,P1,A,26,false
WDD,def,0.7,1,35,1,P2,A,24,false
WDD,def,0.7,1,36,0,P1,B,24,false
WDD,def,0.7,1,36,1,P2,A,25,false
WDD,def,0.7,1,37,0,P1,B,38,false
WDD,def,0.7,1,37,1,P2,B,31,false
WDD,def,0.7,1,38,0,P1,A,23,false
WDD,def,0.7,1,38,1,P2,B,25,false
WDD,def,0.7,1,39,0,P1,A,32,false
WDD,def,0.7,1,39,1,P2,B,29,false
WDD,def,0.7,1,40,0,P1,A,23,false
WDD,def,0.7,1,40,1,P2,B,23,false
WDD,def,0.7,1,41,0,P1,B,28,false
WDD,def,0.7,1,41,1,P2,B,20,false
WDD,def,0.7,1,42,0,P1,B,22,false
WDD,def,0.7,1,42,1,P2,B,21,false
WDD,def,0.7,1,43,0,P1,A,29,false
WDD,def,0.7,1,43,1,P2,A,24,false
WDD,def,0.7,1,44,0,P1,A,29,false
WDD,def,0.7,1,44,1,P2,A,22,false
WDD,def,0.7,1,45,0,P1,B,28,false
WDD,def,0.7,1,45,1,P2,B,23,false
WDD,def,0.7,1,46,0,P1,B,30,false
WDD,def,0.7,1,46,1,P2,A,41,false
WDD,def,0.7,1,47,0,P1,B,22,false
WDD,def,0.7,1,47,1,P2,A,29,false
WDD,def,0.7,1,48,0,P1,A,25,false
WDD,def,0.7,1,48,1,P2,A,20,false
WDD,def,0.7,1,49,0,P1,B,26,false
WDD,def,0.7,1,49,1,P2,B,26,false
WDD,def,0.7,1,50,0,P1,A,18,false
WDD,def,0.7,1,50,1,P2,B,21,false
WDD,def,0.85,1.3,1,0,P1,B,22,false
WDD,def,0.85,1.3,1,1,P2,A,24,false
WDD,def,0.85,1.3,2,0,P1,B,24,false
WDD,def,0.85,1.3,2,1,P2,A,22,false
WDD,def,0.85,1.3,3,0,P1,B,18,false
WDD,def,0.85,1.3,3,1,P2,A,21,false
WDD,def,0.85,1.3,4,0,P1,B,33,false
WDD,def,0.85,1.3,4,1,P2,B,25,false
WDD,def,0.85,1.3,5,0,P1,B,23,false
WDD,def,0.85,1.3,5,1,P2,A,26,false
WDD,def,0.85,1.3,6,0,P1,B,32,false
WDD,def,0.85,1.3,6,1,P2,B,17,false
WDD,def,0.85,1.3,7,0,P1,B,25,false
WDD,def,0.85,1.3,7,1,P2,B,17,false
WDD,def,0.85,1.3,8,0,P1,B,24,false
WDD,def,0.85,1.3,8,1,P2,A,30,false
WDD,def,0.85,1.3,9,0,P1,A,25,false
WDD,def,0.85,1.3,9,1,P2,B,25,false
WDD,def,0.85,1.3,10,0,P1,A,21,false
WDD,def,0.85,1.3,10,1,P2,A,28,false
WDD,def,0.85,1.3,11,0,P1,A,25,false
WDD,def,0.85,1.3,11,1,P2,A,22,false
WDD,def,0.85,1.3,12,0,P1,A,21,false
WDD,def,0.85,1.3,12,1,P2,B,21,false
WDD,def,0.85,1.3,13,0,P1,A,17,false
WDD,def,0.85,1.3,13,1,P2,A,25,false
WDD,def,0.85,1.3,14,0,P1,A,31,false
WDD,def,0.85,1.3,14,1,P2,B,21,false
WDD,def,0.85,1.3,15,0,P1,A,23,false
WDD,def,0.85,1.3,15,1,P2,A,21,false
WDD,def,0.85,1.3,16,0,P1,B,22,false
WDD,def,0.85,1.3,16,1,P2,B,30,false
WDD,def,0.85,1.3,17,0,P1,A,31,false
WDD,def,0.85,1.3,17,1,P2,B,25,false
WDD,def,0.85,1.3,18,0,P1,A,21,false
WDD,def,0.85,1.3,18,1,P2,A,22,false
WDD,def,0.85,1.3,19,0,P1,A,25,false
WDD,def,0.85,1.3,19,1,P2,B,21,false
WDD,def,0.85,1.3,20,0,P1,B,26,false
WDD,def,0.85,1.3,20,1,P2,A,33,false
WDD,def,0.85,1.3,21,0,P1,B,26,false
WDD,def,0.85,1.3,21,1,P2,A,25,false
WDD,def,0.85,1.3,22,0,P1,B,22,false
WDD,def,0.85,1.3,22,1,P2,B,26,false
WDD,def,0.85,1.3,23,0,P1,A,31,false
WDD,def,0.85,1.3,23,1,P2,A,24,false
WDD,def,0.85,1.3,24,0,P1,A,31,false
WDD,def,0.85,1.3,24,1,P2,B,21,false
WDD,def,0.85,1.3,25,0,P1,A,38,false
WDD,def,0.85,1.3,25,1,P2,A,20,false
WDD,def,0.85,1.3,26,0,P1,B,22,false
WDD,def,0.85,1.3,26,1,P2,B,19,false
WDD,def,0.85,1.3,27,0,P1,B,23,false
WDD,def,0.85,1.3,27,1,P2,B,19,false
WDD,def,0.85,1.3,28,0,P1,A,23,false
WDD,def,0.85,1.3,28,1,P2,A,26,false
WDD,def,0.85,1.3,29,0,P1,A,19,false
WDD,def,0.85,1.3,29,1,P2,B,21,false
WDD,def,0.85,1.3,30,0,P1,A,21,false
WDD,def,0.85,1.3,30,1,P2,B,26,false
WDD,def,0.85,1.3,31,0,P1,B,30,false
WDD,def,0.85,1.3,31,1,P2,B,22,false
WDD,def,0.85,1.3,32,0,P1,B,23,false
WDD,def,0.85,1.3,32,1,P2,B,29,false
WDD,def,0.85,1.3,33,0,P1,A,23,false
WDD,def,0.85,1.3,33,1,P2,A,26,false
WDD,def,0.85,1.3,34,0,P1,B,23,false
WDD,def,0.85,1.3,34,1,P2,A,24,false
WDD,def,0.85,1.3,35,0,P1,A,26,false
WDD,def,0.85,1.3,35,1,P2,A,19,false
WDD,def,0.85,1.3,36,0,P1,B,38,false
WDD,def,0.85,1.3,36,1,P2,A,25,false
WDD,def,0.85,1.3,37,0,P1,B,38,false
WDD,def,0.85,1.3,37,1,P2,B,34,false
WDD,def,0.85,1.3,38,0,P1,A,25,false
WDD,def,0.85,1.3,38,1,P2,B,25,false
WDD,def,0.85,1.3,39,0,P1,A,25,false
WDD,def,0.85,1.3,39,1,P2,B,25,false
WDD,def,0.85,1.3,40,0,P1,A,23,false
WDD,def,0.85,1.3,40,1,P2,B,33,false
WDD,def,0.85,1.3,41,0,P1,A,32,false
WDD,def,0.85,1.3,41,1,P2,B,20,false
WDD,def,0.85,1.3,42,0,P1,B,20,false
WDD,def,0.85,1.3,42,1,P2,B,21,false
WDD,def,0.85,1.3,43,0,P1,A,19,false
WDD,def,0.85,1.3,43,1,P2,B,26,false
WDD,def,0.85,1.3,44,0,P1,A,27,false
WDD,def,0.85,1.3,44,1,P2,A,22,false
WDD,def,0.85,1.3,45,0,P1,B,28,false
WDD,def,0.85,1.3,45,1,P2,B,23,false
WDD,def,0.85,1.3,46,0,P1,B,30,false
WDD,def,0.85,1.3,46,1,P2,A,32,false
WDD,def,0.85,1.3,47,0,P1,B,20,false
WDD,def,0.85,1.3,47,1,P2,A,29,false
WDD,def,0.85,1.3,48,0,P1,A,25,false
WDD,def,0.85,1.3,48,1,P2,A,20,false
WDD,def,0.85,1.3,49,0,P1,B,26,false
WDD,def,0.85,1.3,49,1,P2,B,26,false
WDD,def,0.85,1.3,50,0,P1,A,17,false
WDD,def,0.85,1.3,50,1,P2,A,21,false
WDD,def,1.15,1.7,1,0,P1,B,24,false
WDD,def,1.15,1.7,1,1,P2,A,22,false
WDD,def,1.15,1.7,2,0,P1,B,24,false
WDD,def,1.15,1.7,2,1,P2,A,24,false
WDD,def,1.15,1.7,3,0,P1,B,25,false
WDD,def,1.15,1.7,3,1,P2,A,27,false
WDD,def,1.15,1.7,4,0,P1,A,27,false
WDD,def,1.15,1.7,4,1,P2,B,27,false
WDD,def,1.15,1.7,5,0,P1,B,23,false
WDD,def,1.15,1.7,5,1,P2,A,22,false
WDD,def,1.15,1.7,6,0,P1,B,26,false
WDD,def,1.15,1.7,6,1,P2,B,17,false
WDD,def,1.15,1.7,7,0,P1,B,17,false
WDD,def,1.15,1.7,7,1,P2,B,15,false
WDD,def,1.15,1.7,8,0,P1,draw,100,true
WDD,def,1.15,1.7,8,1,P2,A,26,false
WDD,def,1.15,1.7,9,0,P1,A,25,false
WDD,def,1.15,1.7,9,1,P2,B,25,false
WDD,def,1.15,1.7,10,0,P1,A,21,false
WDD,def,1.15,1.7,10,1,P2,A,28,false
WDD,def,1.15,1.7,11,0,P1,B,25,false
WDD,def,1.15,1.7,11,1,P2,A,18,false
WDD,def,1.15,1.7,12,0,P1,A,21,false
WDD,def,1.15,1.7,12,1,P2,B,23,false
WDD,def,1.15,1.7,13,0,P1,A,17,false
WDD,def,1.15,1.7,13,1,P2,A,21,false
WDD,def,1.15,1.7,14,0,P1,A,31,false
WDD,def,1.15,1.7,14,1,P2,B,23,false
WDD,def,1.15,1.7,15,0,P1,A,29,false
WDD,def,1.15,1.7,15,1,P2,A,21,false
WDD,def,1.15,1.7,16,0,P1,B,24,false
WDD,def,1.15,1.7,16,1,P2,A,22,false
WDD,def,1.15,1.7,17,0,P1,A,29,false
WDD,def,1.15,1.7,17,1,P2,B,25,false
WDD,def,1.15,1.7,18,0,P1,A,21,false
WDD,def,1.15,1.7,18,1,P2,B,20,false
WDD,def,1.15,1.7,19,0,P1,B,27,false
WDD,def,1.15,1.7,19,1,P2,B,21,false
WDD,def,1.15,1.7,20,0,P1,B,32,false
WDD,def,1.15,1.7,20,1,P2,A,30,false
WDD,def,1.15,1.7,21,0,P1,B,24,false
WDD,def,1.15,1.7,21,1,P2,A,25,false
WDD,def,1.15,1.7,22,0,P1,B,21,false
WDD,def,1.15,1.7,22,1,P2,B,19,false
WDD,def,1.15,1.7,23,0,P1,A,31,false
WDD,def,1.15,1.7,23,1,P2,A,24,false
WDD,def,1.15,1.7,24,0,P1,A,31,false
WDD,def,1.15,1.7,24,1,P2,B,23,false
WDD,def,1.15,1.7,25,0,P1,A,38,false
WDD,def,1.15,1.7,25,1,P2,A,20,false
WDD,def,1.15,1.7,26,0,P1,B,22,false
WDD,def,1.15,1.7,26,1,P2,B,19,false
WDD,def,1.15,1.7,27,0,P1,B,23,false
WDD,def,1.15,1.7,27,1,P2,B,19,false
WDD,def,1.15,1.7,28,0,P1,A,25,false
WDD,def,1.15,1.7,28,1,P2,A,26,false
WDD,def,1.15,1.7,29,0,P1,A,21,false
WDD,def,1.15,1.7,29,1,P2,B,21,false
WDD,def,1.15,1.7,30,0,P1,A,21,false
WDD,def,1.15,1.7,30,1,P2,B,21,false
WDD,def,1.15,1.7,31,0,P1,A,45,false
WDD,def,1.15,1.7,31,1,P2,B,26,false
WDD,def,1.15,1.7,32,0,P1,B,23,false
WDD,def,1.15,1.7,32,1,P2,B,29,false
WDD,def,1.15,1.7,33,0,P1,B,32,false
WDD,def,1.15,1.7,33,1,P2,A,29,false
WDD,def,1.15,1.7,34,0,P1,B,23,false
WDD,def,1.15,1.7,34,1,P2,A,26,false
WDD,def,1.15,1.7,35,0,P1,A,20,false
WDD,def,1.15,1.7,35,1,P2,A,23,false
WDD,def,1.15,1.7,36,0,P1,A,25,false
WDD,def,1.15,1.7,36,1,P2,A,19,false
WDD,def,1.15,1.7,37,0,P1,B,30,false
WDD,def,1.15,1.7,37,1,P2,B,25,false
WDD,def,1.15,1.7,38,0,P1,A,24,false
WDD,def,1.15,1.7,38,1,P2,B,23,false
WDD,def,1.15,1.7,39,0,P1,A,25,false
WDD,def,1.15,1.7,39,1,P2,B,28,false
WDD,def,1.15,1.7,40,0,P1,A,30,false
WDD,def,1.15,1.7,40,1,P2,B,33,false
WDD,def,1.15,1.7,41,0,P1,B,26,false
WDD,def,1.15,1.7,41,1,P2,B,20,false
WDD,def,1.15,1.7,42,0,P1,B,26,false
WDD,def,1.15,1.7,42,1,P2,B,25,false
WDD,def,1.15,1.7,43,0,P1,A,21,false
WDD,def,1.15,1.7,43,1,P2,B,27,false
WDD,def,1.15,1.7,44,0,P1,A,26,false
WDD,def,1.15,1.7,44,1,P2,A,22,false
WDD,def,1.15,1.7,45,0,P1,B,28,false
WDD,def,1.15,1.7,45,1,P2,B,25,false
WDD,def,1.15,1.7,46,0,P1,B,34,false
WDD,def,1.15,1.7,46,1,P2,A,32,false
WDD,def,1.15,1.7,47,0,P1,B,20,false
WDD,def,1.15,1.7,47,1,P2,A,29,false
WDD,def,1.15,1.7,48,0,P1,A,25,false
WDD,def,1.15,1.7,48,1,P2,A,20,false
WDD,def,1.15,1.7,49,0,P1,B,26,false
WDD,def,1.15,1.7,49,1,P2,B,24,false
WDD,def,1.15,1.7,50,0,P1,A,17,false
WDD,def,1.15,1.7,50,1,P2,A,21,false
WDD,def,1.3,2,1,0,P1,B,24,false
WDD,def,1.3,2,1,1,P2,A,22,false
WDD,def,1.3,2,2,0,P1,A,21,false
WDD,def,1.3,2,2,1,P2,A,26,false
WDD,def,1.3,2,3,0,P1,B,39,false
WDD,def,1.3,2,3,1,P2,A,27,false
WDD,def,1.3,2,4,0,P1,A,27,false
WDD,def,1.3,2,4,1,P2,B,33,false
WDD,def,1.3,2,5,0,P1,A,21,false
WDD,def,1.3,2,5,1,P2,A,23,false
WDD,def,1.3,2,6,0,P1,B,26,false
WDD,def,1.3,2,6,1,P2,B,19,false
WDD,def,1.3,2,7,0,P1,B,17,false
WDD,def,1.3,2,7,1,P2,B,17,false
WDD,def,1.3,2,8,0,P1,draw,100,true
WDD,def,1.3,2,8,1,P2,A,26,false
WDD,def,1.3,2,9,0,P1,A,25,false
WDD,def,1.3,2,9,1,P2,B,25,false
WDD,def,1.3,2,10,0,P1,A,21,false
WDD,def,1.3,2,10,1,P2,A,32,false
WDD,def,1.3,2,11,0,P1,A,21,false
WDD,def,1.3,2,11,1,P2,A,18,false
WDD,def,1.3,2,12,0,P1,A,21,false
WDD,def,1.3,2,12,1,P2,B,25,false
WDD,def,1.3,2,13,0,P1,A,17,false
WDD,def,1.3,2,13,1,P2,A,21,false
WDD,def,1.3,2,14,0,P1,A,29,false
WDD,def,1.3,2,14,1,P2,B,23,false
WDD,def,1.3,2,15,0,P1,A,23,false
WDD,def,1.3,2,15,1,P2,A,21,false
WDD,def,1.3,2,16,0,P1,B,24,false
WDD,def,1.3,2,16,1,P2,A,18,false
WDD,def,1.3,2,17,0,P1,A,31,false
WDD,def,1.3,2,17,1,P2,A,28,false
WDD,def,1.3,2,18,0,P1,A,21,false
WDD,def,1.3,2,18,1,P2,B,20,false
WDD,def,1.3,2,19,0,P1,A,25,false
WDD,def,1.3,2,19,1,P2,A,22,false
WDD,def,1.3,2,20,0,P1,B,24,false
WDD,def,1.3,2,20,1,P2,A,30,false
WDD,def,1.3,2,21,0,P1,B,36,false
WDD,def,1.3,2,21,1,P2,A,25,false
WDD,def,1.3,2,22,0,P1,B,21,false
WDD,def,1.3,2,22,1,P2,B,17,false
WDD,def,1.3,2,23,0,P1,A,31,false
WDD,def,1.3,2,23,1,P2,A,22,false
WDD,def,1.3,2,24,0,P1,A,21,false
WDD,def,1.3,2,24,1,P2,B,23,false
WDD,def,1.3,2,25,0,P1,A,38,false
WDD,def,1.3,2,25,1,P2,A,20,false
WDD,def,1.3,2,26,0,P1,B,29,false
WDD,def,1.3,2,26,1,P2,B,19,false
WDD,def,1.3,2,27,0,P1,B,23,false
WDD,def,1.3,2,27,1,P2,B,22,false
WDD,def,1.3,2,28,0,P1,A,25,false
WDD,def,1.3,2,28,1,P2,A,31,false
WDD,def,1.3,2,29,0,P1,A,21,false
WDD,def,1.3,2,29,1,P2,B,19,false
WDD,def,1.3,2,30,0,P1,A,21,false
WDD,def,1.3,2,30,1,P2,A,24,false
WDD,def,1.3,2,31,0,P1,A,45,false
WDD,def,1.3,2,31,1,P2,B,26,false
WDD,def,1.3,2,32,0,P1,A,24,false
WDD,def,1.3,2,32,1,P2,B,29,false
WDD,def,1.3,2,33,0,P1,B,62,false
WDD,def,1.3,2,33,1,P2,A,29,false
WDD,def,1.3,2,34,0,P1,A,24,false
WDD,def,1.3,2,34,1,P2,A,24,false
WDD,def,1.3,2,35,0,P1,A,21,false
WDD,def,1.3,2,35,1,P2,A,23,false
WDD,def,1.3,2,36,0,P1,A,27,false
WDD,def,1.3,2,36,1,P2,A,22,false
WDD,def,1.3,2,37,0,P1,B,30,false
WDD,def,1.3,2,37,1,P2,B,31,false
WDD,def,1.3,2,38,0,P1,A,24,false
WDD,def,1.3,2,38,1,P2,B,23,false
WDD,def,1.3,2,39,0,P1,A,25,false
WDD,def,1.3,2,39,1,P2,B,27,false
WDD,def,1.3,2,40,0,P1,A,25,false
WDD,def,1.3,2,40,1,P2,B,36,false
WDD,def,1.3,2,41,0,P1,A,28,false
WDD,def,1.3,2,41,1,P2,B,20,false
WDD,def,1.3,2,42,0,P1,B,36,false
WDD,def,1.3,2,42,1,P2,B,25,false
WDD,def,1.3,2,43,0,P1,A,23,false
WDD,def,1.3,2,43,1,P2,A,26,false
WDD,def,1.3,2,44,0,P1,A,27,false
WDD,def,1.3,2,44,1,P2,A,20,false
WDD,def,1.3,2,45,0,P1,B,28,false
WDD,def,1.3,2,45,1,P2,B,23,false
WDD,def,1.3,2,46,0,P1,B,34,false
WDD,def,1.3,2,46,1,P2,A,32,false
WDD,def,1.3,2,47,0,P1,B,24,false
WDD,def,1.3,2,47,1,P2,A,23,false
WDD,def,1.3,2,48,0,P1,A,25,false
WDD,def,1.3,2,48,1,P2,A,20,false
WDD,def,1.3,2,49,0,P1,B,26,false
WDD,def,1.3,2,49,1,P2,B,24,false
WDD,def,1.3,2,50,0,P1,A,17,false
WDD,def,1.3,2,50,1,P2,A,21,false
WCC,hp,0.7,14,1,0,P1,B,24,false
WCC,hp,0.7,14,1,1,P2,B,22,false
WCC,hp,0.7,14,2,0,P1,B,22,false
WCC,hp,0.7,14,2,1,P2,B,31,false
WCC,hp,0.7,14,3,0,P1,B,22,false
WCC,hp,0.7,14,3,1,P2,A,36,false
WCC,hp,0.7,14,4,0,P1,B,29,false
WCC,hp,0.7,14,4,1,P2,B,29,false
WCC,hp,0.7,14,5,0,P1,B,22,false
WCC,hp,0.7,14,5,1,P2,B,24,false
WCC,hp,0.7,14,6,0,P1,B,22,false
WCC,hp,0.7,14,6,1,P2,B,26,false
WCC,hp,0.7,14,7,0,P1,B,27,false
WCC,hp,0.7,14,7,1,P2,B,19,false
WCC,hp,0.7,14,8,0,P1,B,24,false
WCC,hp,0.7,14,8,1,P2,A,40,false
WCC,hp,0.7,14,9,0,P1,B,27,false
WCC,hp,0.7,14,9,1,P2,B,31,false
WCC,hp,0.7,14,10,0,P1,A,22,false
WCC,hp,0.7,14,10,1,P2,A,28,false
WCC,hp,0.7,14,11,0,P1,B,18,false
WCC,hp,0.7,14,11,1,P2,A,27,false
WCC,hp,0.7,14,12,0,P1,B,29,false
WCC,hp,0.7,14,12,1,P2,B,41,false
WCC,hp,0.7,14,13,0,P1,A,21,false
WCC,hp,0.7,14,13,1,P2,A,21,false
WCC,hp,0.7,14,14,0,P1,A,25,false
WCC,hp,0.7,14,14,1,P2,B,21,false
WCC,hp,0.7,14,15,0,P1,B,20,false
WCC,hp,0.7,14,15,1,P2,A,29,false
WCC,hp,0.7,14,16,0,P1,B,22,false
WCC,hp,0.7,14,16,1,P2,A,18,false
WCC,hp,0.7,14,17,0,P1,A,35,false
WCC,hp,0.7,14,17,1,P2,B,25,false
WCC,hp,0.7,14,18,0,P1,B,27,false
WCC,hp,0.7,14,18,1,P2,B,20,false
WCC,hp,0.7,14,19,0,P1,A,31,false
WCC,hp,0.7,14,19,1,P2,B,23,false
WCC,hp,0.7,14,20,0,P1,B,16,false
WCC,hp,0.7,14,20,1,P2,A,27,false
